10000
plaque;marque;modele;millesime;kilometrage;categorie;prix;gearbox
NTY-658;Volkswagen;Vito;2007;196649;B;120427;0
MBS-378;Lexus;Touran;2011;221890;C;19194;1
VFQ-051;Aston_Martin;Arona;2010;146979;B;23814;0
TSH-048;Ferrari;up!;2005;148418;C;68465;1
DKO-694;Lexus;GS;2008;235636;C;194443;0
BSN-259;Toyota;C1;2007;102609;C;56270;0
VFZ-046;Infiniti;Sportage;2015;20460;C;58001;0
DOQ-479;Volkswagen;Tiguan_Allspace;2014;181773;B;85014;0
ZRT-588;Lexus;500C;2009;268565;B;45152;0
QXW-960;Koenigsegg;Astra;2013;255896;C;176526;1
EXV-643;Toyota;i800;2015;268509;A;147515;1
BZA-131;Toyota;CLA;2009;36654;C;112660;0
DBX-990;Ferrari;XC40;2011;283898;A;36052;1
WXP-300;Infiniti;Kona;2011;269173;C;171655;0
AEY-549;Subaru;Mini;2018;234207;A;67611;1
NTI-881;Toyota;X1;2011;50147;A;74105;1
AYR-118;Volkswagen;Arona;2010;91269;A;146627;0
JDC-302;Maserati;Baleno;2009;275592;A;158718;0
CUB-052;Lexus;Grand_Tourneo_Connect;2011;91992;B;115258;0
FZT-191;Dodge;Sandero;2012;13068;C;159209;1
KCL-973;Volkswagen;i20;2015;136483;C;26468;1
KZA-961;Dodge;Giulietta;2010;129909;B;64997;1
WJV-907;Suzuki;CR-V;2015;203392;B;180803;1
MPZ-040;_General_Motors;C3_Aircross;2014;226044;B;194577;1
BBJ-609;Volkswagen;Trafic;2010;106915;A;113883;1
DSI-903;Lexus;Transporter_Shuttle;2008;68692;B;61697;1
YPF-118;Koenigsegg;B-Class;2012;278021;B;22876;0
RDT-296;Mazda;Insignia_Country_Tourer;2012;84788;C;100750;1
LWD-645;_Kia;308_SW;2014;252563;B;26457;1
ADW-871;Koenigsegg;500L;2015;19123;A;188993;1
VVY-484;Toyota;Compass;2005;280123;C;99011;0
LWO-639;Bentley;Ibiza;2007;15360;C;49489;0
JSY-839;Aston_Martin;Karoq;2017;198992;A;51105;1
TTH-253;_General_Motors;3_Series;2010;93631;B;189926;0
OFL-419;Bentley;Yaris;2019;244869;C;84480;0
KVN-882;Toyota;Golf_SV;2005;43120;B;43657;1
UBF-966;Ferrari;500;2014;177444;C;91079;1
IHL-872;Dodge;Venga;2013;31616;A;15651;0
BYX-897;Tata_Motors;C1;2016;49197;C;166867;1
JUF-426;Dodge;CLA;2012;219157;A;122198;1
EJX-847;_Kia;GS;2013;45331;A;47465;1
VVE-656;_Kia;Galaxy;2017;125517;C;169526;0
EER-378;Renault;A1;2013;181914;C;28850;1
HOD-018;_General_Motors;Mirage;2006;68421;A;172716;1
LOC-702;Aston_Martin;Mazda6;2017;126894;A;62641;0
AKK-280;Tata_Motors;XC40;2007;198457;A;132547;0
ICD-735;Ferrari;X1;2011;80332;A;51718;1
TMQ-466;Mazda;Insignia_Country_Tourer;2014;193835;A;184154;0
HAL-362;Koenigsegg;Micra;2014;142748;C;163213;0
WCV-200;Jeep;500X;2019;66232;A;142645;1
JOK-206;Koenigsegg;2_Series;2006;152677;B;22097;1
DIT-095;Renault;508;2013;215594;A;107061;0
TGV-170;Volkswagen;Rio;2007;258091;A;134918;1
TTT-607;Mazda;Kuga;2006;140389;B;130310;1
FUX-434;Suzuki;Transporter_Shuttle;2013;173020;A;59410;0
HHR-673;Aston_Martin;C4_Cactus;2011;60450;C;153968;0
WFV-327;Dodge;C-HR;2010;219800;B;92012;0
YXS-303;_Peugeot;Karoq;2013;232138;C;158081;0
NYR-335;Ferrari;Focus;2010;167991;C;156556;1
SIN-632;Suzuki;Citigo;2005;272703;C;152354;1
ADP-619;Toyota;Crossland_X;2015;15190;B;168615;1
GQC-657;_General_Motors;Grand_Tourneo_Connect;2011;288355;C;51370;1
PPK-173;Maserati;Venga;2009;64008;B;91308;0
PPK-305;Koenigsegg;Transporter_Shuttle;2017;3644;A;77714;1
LGE-865;Koenigsegg;3008_SUV;2006;112170;C;164537;1
HNO-856;Lexus;i10;2011;223921;B;163149;0
KYJ-767;Lexus;Eclipse_Cross;2018;35294;C;170942;1
HPL-080;Dodge;Rifter;2014;291230;A;194223;1
UTO-703;Mazda;Koleos;2007;236036;C;163079;0
WKL-112;Ferrari;Optima;2018;193650;C;34959;0
GYA-501;_General_Motors;Soul;2014;209404;A;127578;1
FTD-676;Aston_Martin;Clio;2014;242202;C;155492;0
GUF-070;Bentley;Prius;2017;115686;C;178301;1
TJB-045;Tata_Motors;Focus;2005;259055;B;41802;1
ZNP-079;_Kia;Yaris;2016;178045;A;141752;0
WIU-437;Jeep;Renegade;2018;295434;C;117937;0
HUZ-824;Aston_Martin;Logan_MCV;2019;258971;B;34264;0
COY-404;_General_Motors;Micra;2017;196198;A;193348;1
BLD-529;Bentley;Ateca;2011;253404;C;16709;0
UJA-554;Tata_Motors;X1;2010;178732;C;74228;0
RPS-342;Mazda;X2;2006;219950;A;123752;1
PDW-591;Mazda;CX-3;2011;190887;A;69005;1
LBR-240;Lexus;S-Cross;2010;141767;A;110914;0
QEP-135;Bentley;CLA;2014;66352;B;89346;0
ZBL-531;Mazda;Grand_C4_SpaceTourer;2006;178795;C;178949;0
SCZ-595;BMW;ceed;2013;182451;A;164343;1
ZEX-127;_General_Motors;XC40;2019;258150;A;51292;1
PTK-406;Volkswagen;Trafic;2017;11981;C;51737;0
YMU-367;Dodge;Sharan;2008;13600;B;31610;0
PIS-653;Koenigsegg;Picanto;2017;94858;C;116347;0
RJX-999;Koenigsegg;Insignia_Country_Tourer;2019;159715;C;129689;0
LUM-009;_General_Motors;500L;2010;194424;C;142059;1
OOM-439;Bentley;308;2015;192335;B;50192;1
WIO-728;Koenigsegg;A3;2010;208921;A;190037;0
QSL-930;Bentley;Sportage;2014;217208;A;110048;1
HRE-950;Suzuki;Prius;2019;35763;A;77030;0
LUR-520;Maserati;Combo_Life;2019;156702;B;51458;1
IHZ-947;Dodge;Galaxy;2015;33838;C;198919;1
RXC-630;Toyota;Soul;2009;106669;B;163822;0
UVR-927;Volkswagen;Logan_MCV_Stepway;2016;221727;A;180877;1
AWL-671;Maserati;A-Class;2010;18643;A;109056;0
KTY-756;Renault;Zoe;2012;6327;C;21797;1
YPF-426;_Kia;Traveller;2011;240675;C;141096;1
ZJN-029;BMW;DS_7_Crossback;2018;12517;C;121871;0
RON-966;Ferrari;Sharan;2017;47251;B;21573;1
QYN-704;Subaru;5008_SUV;2019;196592;C;143429;0
QMT-402;Subaru;DS_3;2005;19850;A;44943;0
VXI-449;_Peugeot;Sandero_Stepway;2016;142357;C;31476;1
BYO-697;Tata_Motors;208;2009;184823;C;122562;1
SEL-941;BMW;Tiguan_Allspace;2016;50877;B;91518;0
GEQ-873;Aston_Martin;Koleos;2007;217908;A;136491;1
HTP-058;Toyota;Transporter_Shuttle;2019;113993;A;28582;1
ARW-227;Volkswagen;Golf;2014;39819;C;195028;1
RHL-539;_General_Motors;308;2011;215367;B;42574;0
UCD-629;Tata_Motors;3_Series;2019;97463;A;23222;0
XBY-441;Maserati;S-Cross;2008;186419;C;91343;0
WSC-812;_Peugeot;2_Series;2007;102975;B;97909;0
PFO-380;Toyota;Karoq;2018;23662;C;139106;1
IIZ-037;Bentley;308;2019;151877;A;152992;1
BVC-556;BMW;Tucson;2014;145555;B;184109;0
JPV-429;Bentley;Giulia;2005;156807;C;162015;0
RZK-738;_General_Motors;C-Class;2015;50608;B;15663;0
VYC-619;BMW;Grand_C4_SpaceTourer;2011;174866;A;71267;1
ZJJ-865;Toyota;ceed;2014;81646;B;176955;0
VMF-307;Volkswagen;Citigo;2014;102273;C;152939;1
LWI-364;Lexus;ZS;2016;31193;B;106234;1
AWM-084;_General_Motors;Octavia;2014;269648;B;194092;0
YRF-928;Ferrari;A3;2005;39119;B;20315;0
EUX-327;BMW;A1;2015;68335;C;38448;0
MAG-715;Bentley;i800;2007;54800;B;15481;0
PUK-002;Dodge;Twingo;2014;170858;A;159274;0
QSS-262;_Peugeot;SpaceTourer;2010;180652;B;82208;1
VHO-044;BMW;Caddy_Maxi;2015;252164;B;62845;0
PPY-565;Tata_Motors;500X;2005;109542;C;151333;0
TXU-081;BMW;Auris;2009;13486;A;138292;1
LCT-495;Jeep;Sandero_Stepway;2017;122210;C;75556;1
UEX-484;Suzuki;PROACE_Verso;2013;42254;A;35795;0
ASN-326;Subaru;Ibiza;2005;215429;B;51415;0
UOF-730;Tata_Motors;Viva;2013;11602;B;21430;0
DZQ-405;Tata_Motors;Karoq;2014;274794;A;183111;0
OKK-053;Infiniti;Combo_Life;2019;155685;C;148140;0
GJN-853;Maserati;C3;2005;101630;C;155836;0
VPO-811;Maserati;Viva;2008;91589;B;83630;1
FEP-524;Tata_Motors;Qashqai;2018;267645;B;32472;0
YXG-992;_Kia;Passat;2016;177781;C;77168;1
BHM-936;Tata_Motors;Sportage;2006;69570;B;88818;1
CBW-529;Lexus;MX-5;2019;226167;A;78568;0
VMX-497;Bentley;Tourneo_Connect;2013;273672;C;53706;0
EIB-389;Bentley;Sandero;2008;11422;B;173869;1
CCL-436;Suzuki;Ibiza;2006;206118;B;16674;0
ECI-174;Bentley;Superb;2009;125934;A;183457;0
MMJ-442;Ferrari;forfour;2014;13336;B;132056;0
OLE-726;BMW;Twingo;2010;12259;A;199659;0
KEM-281;Jeep;SpaceTourer;2008;185606;B;179636;1
OHW-131;Toyota;Mirage;2015;228688;A;187064;1
VID-593;Lexus;Corsa;2012;63750;B;88258;0
IAI-274;Dodge;C-MAX;2009;257576;A;145072;0
TLI-626;Toyota;CX-3;2012;108442;B;170023;0
IRR-254;Maserati;CX-5;2018;255267;B;158459;1
UAI-818;Suzuki;500L;2012;249235;C;43952;0
QST-048;Ferrari;S-Cross;2007;292048;A;77934;0
ZUI-891;BMW;Giulia;2017;137563;C;84271;1
EOF-004;Lexus;X2;2005;257170;B;98985;1
QQB-756;_Peugeot;Sandero_Stepway;2012;38600;B;24686;0
ECI-136;Ferrari;CX-3;2008;96661;C;38500;0
ZOA-083;Dodge;Civic;2013;275963;B;126296;0
RIO-534;Jeep;Venga;2006;126202;A;149942;1
BDO-850;Lexus;MX-5;2011;202879;C;188025;1
VTO-569;Bentley;ASX;2018;42026;C;74071;1
RWA-066;Infiniti;Crossland_X;2011;136077;C;49711;0
PDV-318;Bentley;C1;2017;103395;B;153502;1
PHM-498;_General_Motors;Grandland_X;2010;211275;C;104247;0
SQS-556;BMW;Micra;2010;273837;A;135578;0
QIG-485;Toyota;i20;2007;44239;C;196392;0
SJC-953;BMW;A1;2007;48453;A;139348;1
VTH-585;Suzuki;Mokka_X;2005;171080;C;142155;0
PJA-418;Maserati;fortwo;2007;276740;B;113645;0
XKS-192;Suzuki;Grandland_X;2018;47484;A;153888;0
MDJ-611;Maserati;Koleos;2010;6972;C;164529;0
AOA-621;Ferrari;Kona;2010;296799;C;57463;1
SYU-286;Ferrari;Twingo;2010;258348;A;106617;1
HXR-327;Dodge;Venga;2005;255436;C;119184;0
FKE-279;Suzuki;Zoe;2005;135189;C;154041;1
QUU-363;Toyota;Zoe;2017;147235;B;56304;0
IFU-475;Toyota;Qubo;2009;25154;B;88069;0
ULB-194;Maserati;Mini_Countryman;2012;278532;C;66306;1
NLD-046;Volkswagen;108;2010;131501;C;19631;1
XPY-203;_Peugeot;Mii;2017;167795;C;171312;1
JVH-265;Koenigsegg;Berlingo;2014;275602;C;176281;1
REK-289;Koenigsegg;500X;2008;299843;A;140275;0
POY-305;Mazda;308_SW;2012;115014;A;149326;1
WDA-781;Subaru;Vitara;2009;15752;B;77822;0
BBO-169;Renault;CLA;2009;191044;A;118185;1
MWM-449;_Kia;ADAM;2013;49218;B;149910;0
HHN-647;_Peugeot;595;2006;115364;A;140176;0
WHC-466;Koenigsegg;DS_3;2013;86225;A;182654;1
LXA-798;Bentley;Ignis;2016;130367;B;115296;0
YWO-603;Jeep;forfour;2012;8033;A;101981;1
TZW-309;Renault;Rio;2018;114069;A;121730;1
UHA-396;BMW;Venga;2006;119615;A;193001;0
ZHW-316;Jeep;Soul;2007;25502;C;124100;1
PHC-017;Bentley;C1;2006;217762;A;19204;1
YQK-290;Volkswagen;Picanto;2014;189647;C;137730;0
ANE-910;Subaru;Tucson;2017;114264;C;67914;1
YHC-033;Infiniti;S-Cross;2013;194097;B;128424;0
LRZ-154;Tata_Motors;Crossland_X;2011;125142;B;59588;1
WKO-890;Aston_Martin;Outlander;2006;20267;C;83525;1
RXC-318;Lexus;MG3;2012;111564;A;114885;1
XRI-579;Renault;Polo;2007;241079;C;181276;0
ELR-919;Renault;Kodiaq;2019;210185;A;104625;0
IBV-092;Aston_Martin;2008_SUV;2006;281178;C;106716;0
RHJ-683;Volkswagen;2_Series;2007;196794;B;139022;0
JKB-456;Subaru;X1;2018;78878;A;123662;1
QPN-259;Ferrari;Viva;2011;173260;B;18836;1
TGR-556;Renault;Tourneo_Courier;2016;116146;A;83509;0
JDS-872;Dodge;Corsa;2019;267903;A;142330;1
YJG-944;Lexus;Kodiaq;2017;230542;B;182869;0
QXT-626;Ferrari;500L;2018;99030;B;118157;0
JVG-757;Ferrari;Karoq;2006;85696;A;113310;1
SME-219;Bentley;Vito;2005;20023;A;75585;0
YGS-334;Infiniti;Venga;2012;72505;B;137720;1
FTI-660;Suzuki;Celerio;2019;268966;C;89673;1
JUW-724;Volkswagen;Ibiza;2011;293848;B;89026;0
AHJ-869;Maserati;Compass;2011;190432;A;30306;0
RHA-873;_Kia;Zoe;2014;136261;A;103315;1
DND-140;Maserati;Juke;2009;70200;C;155207;0
QHM-083;Mazda;5008_SUV;2005;111147;A;100597;0
NTF-448;Subaru;Tourneo_Courier;2018;138736;C;38327;1
SRS-703;Mazda;Combo_Life;2018;260178;C;67726;0
REL-791;Subaru;Superb;2014;30475;A;131245;0
JNK-636;Aston_Martin;SpaceTourer;2011;240221;A;99248;0
DCN-962;_Peugeot;Sharan;2019;269510;A;126461;0
ILI-406;Toyota;up!;2012;9221;A;123177;0
CUU-769;Toyota;Logan_MCV;2014;262922;B;177722;0
DJN-489;Renault;208;2018;109096;C;24966;0
FNV-596;Toyota;Compass;2014;193158;C;163770;0
SDU-060;Subaru;Picanto;2019;19325;B;189194;1
WCO-318;Dodge;500X;2012;245925;A;183143;0
CZQ-379;Volkswagen;508;2017;293558;A;119699;1
QPK-934;Toyota;500L;2014;236732;A;148923;0
HXH-007;Mazda;Tiguan;2005;236660;A;60223;1
ZZP-628;Volkswagen;Fiesta;2016;87335;A;98560;1
LLD-689;Ferrari;Sandero;2010;267273;A;38770;1
ULL-406;Aston_Martin;Civic;2006;185458;A;105163;1
YMZ-781;Suzuki;DS_7_Crossback;2012;275556;B;55233;0
XGK-327;Infiniti;Logan_MCV;2015;138763;B;17895;0
YSY-658;_General_Motors;Crossland_X;2010;285443;B;183031;0
QWJ-264;Volkswagen;500;2006;180240;C;45360;0
BQU-897;Volkswagen;Polo;2010;253325;A;141773;1
MVS-550;Bentley;Caddy;2005;4709;C;97110;1
AKV-146;Bentley;Sandero_Stepway;2008;88736;C;164218;1
AZI-691;Renault;Duster;2016;39860;A;99671;1
ZEF-919;_Peugeot;Doblo;2015;161730;A;32019;1
OSS-508;_Kia;Passat;2011;80786;A;34719;1
QJW-314;Ferrari;Stonic;2019;248236;B;46049;1
YTW-828;Koenigsegg;500L;2012;142157;A;158290;1
ZXH-636;Dodge;Mini;2019;13861;A;158285;1
RDC-102;Koenigsegg;Juke;2017;98778;B;56162;1
VBH-468;Lexus;CX-5;2014;32172;B;198532;0
BGT-246;Dodge;fortwo;2006;132900;B;46803;0
LRG-461;Renault;Tourneo_Connect;2005;20157;C;105503;0
KPF-487;Mazda;Fabia;2018;200785;B;164510;1
CEN-779;BMW;Leon;2014;3175;A;42994;1
ERV-805;Ferrari;Citigo;2012;89144;A;141634;0
VST-979;Volkswagen;Celerio;2010;47327;C;143191;0
RAC-912;Suzuki;Trafic;2008;214209;C;155028;0
GPR-538;Bentley;C3;2005;241807;A;35348;0
UDH-581;Renault;Touran;2011;107286;B;113095;0
ZAP-797;Mazda;MG3;2014;1924;C;29374;0
TOF-751;Renault;T-ROC;2018;261824;C;116086;0
HTE-547;Dodge;C1;2017;17110;A;135062;1
YBU-277;Renault;500;2007;256085;B;143527;1
ASW-289;_General_Motors;DS_3;2017;93824;C;173994;1
JBL-898;Infiniti;C5_Aircross;2008;169689;A;28910;0
XLQ-804;Renault;ASX;2009;247449;C;32367;0
ZQD-038;Infiniti;Captur;2019;148399;B;88044;1
JUW-673;Aston_Martin;Sandero_Stepway;2017;233341;B;74277;0
KVT-355;_Kia;SpaceTourer;2008;210142;B;38689;1
NZE-489;Infiniti;C-MAX;2008;244353;B;116182;1
LSR-355;Subaru;Megane;2006;71887;B;185374;0
TYJ-616;BMW;C3;2018;203760;C;34595;0
OYS-160;Tata_Motors;Sharan;2014;45640;B;194524;1
HNZ-796;Dodge;ADAM;2017;231659;B;130256;1
CPF-696;Subaru;SpaceTourer;2010;245914;A;81291;1
CGM-987;Suzuki;S-Cross;2007;161511;C;158275;0
YEC-635;Lexus;XC40;2018;201681;A;120725;0
VFB-027;Dodge;Juke;2014;237160;B;50044;1
CPV-500;Mazda;Duster;2017;144927;C;142158;1
QJY-503;Maserati;ZS;2013;120739;A;33896;0
GGK-160;Subaru;ASX;2005;248062;C;191963;1
HHH-160;Aston_Martin;Celerio;2007;282042;C;127797;1
BKA-112;Renault;500X;2018;127043;B;156051;1
QQH-223;Volkswagen;CX-5;2007;64036;A;133561;0
CTE-858;Koenigsegg;Ignis;2015;106234;C;49758;1
TTY-640;Infiniti;Niro;2006;226338;B;198376;0
PWZ-149;Lexus;Viva;2017;144098;A;138998;1
JIA-732;Infiniti;Grandland_X;2008;231567;C;20626;1
CMC-736;Ferrari;Insignia_Country_Tourer;2005;154488;A;102826;0
VMF-101;Suzuki;Micra;2016;16663;C;188293;1
KEY-658;_Kia;Leon;2014;159908;A;193799;1
WAV-214;Tata_Motors;A3;2006;245340;C;119424;0
NGM-916;Jeep;Tiguan;2010;280228;C;183763;0
HOG-519;Tata_Motors;Clio;2009;186973;C;70467;0
CAV-959;Tata_Motors;Passat;2018;37996;A;68957;0
WEY-055;Subaru;C4_Cactus;2015;202891;C;109438;0
JIC-110;Jeep;Juke;2016;118084;C;79583;1
FBI-788;Tata_Motors;Viva;2007;75093;C;97215;1
PEW-698;Maserati;Grand_Tourneo_Connect;2007;242034;C;175200;1
QXM-383;Jeep;B-Class;2006;9108;C;141464;1
QHH-598;Maserati;ASX;2008;26118;B;178609;1
BEL-796;Renault;Mii;2007;172785;C;108948;1
WJO-592;Aston_Martin;i800;2018;214734;A;82098;1
LNQ-311;Mazda;A-Class;2007;80461;C;158242;0
YHW-737;Jeep;GLA-Class;2016;262858;C;106195;0
HZB-957;Renault;T-ROC;2018;102072;A;46108;1
SHV-115;Lexus;i20;2008;255973;C;137291;1
SQF-670;Volkswagen;Picanto;2015;287376;C;187054;0
TEW-978;Tata_Motors;PROACE_Verso;2008;6923;A;66814;1
WZF-393;Aston_Martin;Venga;2005;128108;B;91815;1
UYZ-202;Koenigsegg;Grand_Scenic;2016;183863;C;195795;0
KFA-660;Renault;308;2017;269016;C;31800;1
NMJ-281;Suzuki;SpaceTourer;2014;248998;C;174985;1
FVY-730;_General_Motors;Trafic;2013;89304;A;167740;0
JBG-017;_Kia;Grand_Tourneo_Connect;2007;2545;A;176919;0
ZRG-055;Lexus;Mini;2006;75711;C;122052;0
RTC-874;Infiniti;Tipo;2018;257871;B;87540;1
HQY-786;Mazda;IONIQ;2012;72996;B;170704;0
PFJ-295;Ferrari;2_Series;2013;39440;B;136282;0
TFE-450;Renault;C4_Cactus;2015;94290;C;96562;0
KNX-239;Ferrari;Giulietta;2016;8338;B;139758;1
BGI-620;Lexus;Insignia_Grand_Sport;2006;299375;B;117498;1
PQC-995;Renault;DS_7_Crossback;2014;104216;C;130416;0
UGH-183;_Peugeot;ceed;2007;107054;C;23768;0
IQK-052;Volkswagen;Caddy;2014;63675;C;192829;0
URF-050;Jeep;forfour;2005;64452;B;105422;0
YQF-423;Koenigsegg;ceed;2007;206711;C;151475;0
JZK-563;Mazda;Tiguan_Allspace;2011;21659;A;96753;0
BDB-996;Jeep;Optima;2010;255953;B;170173;1
CUX-778;Tata_Motors;Mini;2007;70293;C;181052;1
PFL-742;Suzuki;Focus;2015;296584;C;39538;1
QFS-871;Renault;Celerio;2014;33151;C;190181;0
OPV-392;Volkswagen;C1;2016;298443;B;155108;1
URW-376;Subaru;SpaceTourer;2010;232283;C;24721;0
ZWS-686;Koenigsegg;Jazz;2012;69411;C;20015;1
AVV-712;_General_Motors;208;2012;68892;B;111713;1
IIY-444;_Peugeot;C3;2014;91360;A;142360;0
CAU-872;Bentley;C3;2008;276660;A;23241;0
ZRI-176;Aston_Martin;Logan_MCV;2010;182507;B;108644;0
ZGE-179;Volkswagen;DS_3;2008;158142;B;85391;0
MHI-411;BMW;SpaceTourer;2018;168694;C;90928;1
DGY-433;Bentley;Qubo;2019;292581;C;123324;1
CRQ-483;Ferrari;Mazda2;2007;253705;A;141587;1
GZW-042;Aston_Martin;500L;2017;84541;B;79490;0
SNN-166;Volkswagen;Sharan;2011;47372;C;185792;0
TVV-519;Lexus;Soul;2007;193958;C;73240;1
WKQ-769;Volkswagen;Giulietta;2018;60846;A;153129;1
NHL-760;Volkswagen;508;2011;261746;C;106348;0
WBN-284;Mazda;Fabia;2011;299520;C;105965;1
ATE-952;Suzuki;Arona;2011;31324;C;35199;0
YVR-348;_Kia;108;2017;210742;C;83467;1
SDL-199;_Kia;Kodiaq;2013;100954;B;106671;0
WKQ-016;Infiniti;Insignia_Grand_Sport;2017;139053;B;166404;1
TZC-448;Tata_Motors;Outlander;2008;108972;B;180949;0
YKP-029;Dodge;A1;2015;38835;C;19107;0
MAN-689;Renault;B-Class;2011;288096;B;65804;0
UHI-718;Bentley;S-MAX;2014;223857;B;171257;1
QQQ-640;_General_Motors;GS;2014;161115;C;103094;1
OLS-229;Ferrari;508;2010;52840;A;133342;1
QHZ-226;Toyota;Golf;2016;164909;B;84479;0
MIS-790;_Peugeot;Insignia_Grand_Sport;2008;76809;A;140964;1
VAP-239;_General_Motors;ADAM;2014;124331;A;169649;1
TRG-972;Subaru;Tipo;2010;114579;A;49346;0
KZW-066;Mazda;S-MAX;2018;213680;C;126534;0
NRG-422;Jeep;i10;2014;125387;A;45705;0
RTO-885;Infiniti;Arona;2014;267527;C;104300;1
AHO-040;Toyota;Mokka_X;2019;76295;B;123355;1
URX-152;Jeep;3_Series;2016;242874;C;91105;0
ITD-808;Jeep;Corsa;2014;151108;C;117694;1
WJI-791;Mazda;Duster;2009;231676;C;64903;0
NVB-413;_Peugeot;Soul;2007;35671;C;115447;1
XNE-948;Koenigsegg;308;2011;288421;A;116795;1
VYS-377;_Kia;C3;2018;268068;A;169820;0
OJO-144;_General_Motors;Fabia;2012;113587;A;57691;0
ASU-959;Mazda;Golf;2016;60311;A;150423;1
GEK-597;Renault;C5_Aircross;2017;200898;A;100303;0
MES-725;Suzuki;Vitara;2006;102309;A;48137;0
UNP-352;Jeep;S-MAX;2006;160946;A;184713;1
VWI-325;_Kia;Mini_Countryman;2009;127941;B;176279;0
XGV-772;Toyota;C-Class;2012;157369;A;187044;0
JVO-658;BMW;Rifter;2015;201781;A;15708;0
IQX-477;Maserati;Clio;2011;123382;A;151991;0
AOZ-985;Suzuki;CLA;2008;133061;C;47785;0
UPI-767;Infiniti;500L;2014;157617;A;106222;0
ADI-675;Lexus;500L;2011;154636;C;50282;0
HRK-458;Bentley;Kuga;2016;199809;B;165908;1
UNC-765;Bentley;Sharan;2005;109323;A;142658;1
YUJ-027;Aston_Martin;Baleno;2017;146532;A;32897;0
HEZ-326;Maserati;Passat;2008;132113;B;183330;1
NIH-212;Maserati;Citigo;2008;149290;A;165304;0
MJF-229;Aston_Martin;C3;2008;219866;C;197822;0
NSI-101;Ferrari;Focus;2009;16394;A;109503;1
SKB-166;Toyota;Astra;2009;35262;A;122928;0
UTF-834;Jeep;308;2019;296690;A;71809;1
LHY-942;Mazda;Juke;2013;67857;B;158285;0
ALO-566;Aston_Martin;500;2015;235318;B;199352;0
FLR-283;Toyota;S-Cross;2013;275254;A;102983;0
JXP-034;Suzuki;CR-V;2019;104831;A;40890;0
EXM-937;Ferrari;i10;2010;163009;B;171101;1
LBN-718;Mazda;Insignia_Country_Tourer;2013;266080;B;149609;1
DSF-571;Subaru;PROACE_Verso;2012;157526;B;91309;0
YEE-137;Ferrari;ASX;2012;133947;B;66124;0
JJR-883;_General_Motors;Niro;2010;21800;A;186927;0
HPC-981;Lexus;1_Series;2009;297613;A;101239;1
OHB-826;Aston_Martin;Ignis;2018;287524;C;39053;1
JLC-351;Suzuki;Auris;2015;75148;A;139193;0
FWX-807;Toyota;A-Class;2007;214664;A;186691;0
RIV-951;Toyota;Rifter;2012;169893;A;198423;0
ZKA-939;Mazda;S-MAX;2009;192271;B;153963;1
FKB-617;_General_Motors;up!;2015;171163;C;133100;1
PFK-022;_Peugeot;DS_3;2015;151382;A;15843;0
IXI-769;_Kia;S-Cross;2009;118977;B;159949;1
QNA-642;Dodge;Doblo;2013;262030;B;180010;0
WIV-187;Lexus;Carens;2019;203615;C;56112;1
SXR-256;Renault;C5_Aircross;2019;111955;B;28718;0
OWI-655;_General_Motors;X1;2018;207943;C;100078;0
PQF-218;Maserati;Optima;2010;101806;C;180851;1
PKA-771;Ferrari;C3_Aircross;2014;76561;A;28922;0
OZV-493;_Peugeot;Koleos;2016;209669;C;45480;0
LBK-984;BMW;CX-5;2016;85473;B;101383;1
TJP-882;Lexus;B-Class;2014;8935;C;144647;0
CZG-973;Jeep;Logan_MCV;2017;56065;A;77534;0
KVO-391;_Peugeot;Viva;2017;17639;C;44178;0
KKD-602;Suzuki;Caddy_Maxi;2012;116854;B;112054;1
UMA-541;Bentley;Karoq;2015;54503;B;167726;0
WRH-060;Koenigsegg;Jazz;2014;218046;C;19370;1
SPT-852;Aston_Martin;Niro;2008;202061;A;90392;1
NQP-698;BMW;C-MAX;2006;156108;C;75180;1
TTI-161;Mazda;Prius;2005;201368;A;199586;0
IOA-551;Renault;Sandero_Stepway;2018;149145;B;90106;1
WEQ-844;Volkswagen;SpaceTourer;2014;42917;A;151983;1
BEY-950;Dodge;Insignia_Country_Tourer;2005;287537;A;197510;1
VQM-578;Bentley;CLA;2018;115503;A;181758;0
SAC-108;Aston_Martin;Superb;2005;243876;B;183718;1
ZMX-173;Koenigsegg;Mokka_X;2005;244913;B;76431;0
QFV-657;Volkswagen;XC40;2013;103911;C;155171;1
NCK-345;Subaru;Ateca;2006;13942;B;118010;1
MMI-130;Renault;308_SW;2019;269795;C;18263;0
GUC-664;Renault;Logan_MCV;2013;143360;C;193280;1
XZX-861;Infiniti;Galaxy;2017;252566;A;103877;0
ZFW-642;Renault;500C;2014;12057;B;168399;1
PDB-392;Aston_Martin;PROACE_Verso;2008;125949;A;134880;0
RMZ-389;Mazda;308_SW;2013;200281;C;44174;1
MVN-515;Maserati;Q2;2014;130134;A;71095;1
DDH-599;BMW;Twingo;2005;208918;B;119669;0
PPC-232;Tata_Motors;2_Series;2009;257353;B;122505;1
NZK-940;Suzuki;3008_SUV;2017;89475;B;143001;1
LXH-910;_General_Motors;A1;2012;233197;C;42696;0
RRJ-950;Aston_Martin;Trafic;2009;167498;B;174505;1
HCQ-991;Jeep;Zoe;2005;83729;C;80820;0
OXX-172;Aston_Martin;Clio;2016;280794;A;198614;0
OPR-570;Koenigsegg;Passat;2008;60570;B;96567;1
UER-743;BMW;Fiesta;2017;28466;B;192120;0
